	Abylopsis_tetragona	Acanthoeca_sp	Acropora_digitifera	Agalma_elegans	Aiptasia_pallida	Amphimedon_queenslandica	Aphrocallistes_vastus	Beroe_abyssicola	Beroe_forskalii	Beroe_ovata	Beroe_sp_Antarctica	Beroe_sp_Queensland_Australia	Bolinopsis_ashleyi	Bolinopsis_infundibulum	Bolocera_tuediae	Callianira_Antarctica	Capitella_teleta	Cestum_veneris	Chondrilla_nucula	Cliona_varians	Coeloplana_astericola	Corticium_candelabrum	Craseo_lathetica	Crella_elegans	Ctenophora_sp_Florida_USA	Cydippida_sp	Cydippida_sp_Maryland_USA	Daphnia_pulex	Drosophila_melanogaster	Dryodora_glandiformis	Eunicella_verrucosa	Euplokamis_dunlapae	Eurhamphaea_vexilligera	Hemithris_psittacea	Homo_sapiens	Hormathia_digitata	Hormiphora_californica	Hormiphora_palmata	Hyalonema_populiferum	Hydra_oligactis	Hydra_viridissima	Hydra_vulgaris	Ircinia_fasciculata	Kirkpatrickia_variolosa	Latrunculia_apicalis	Lobata_sp_Punta_Arenas_Argentina	Lobatolampea_tetragona	Mertensiidae_sp_Antarctica	Mertensiidae_sp_Washington_USA	Mnemiopsis_leidyi	Monosiga_brevicolis	Monosiga_ovata	Mycale_phylophylla	Nanomia_bijuga	Nematostella_vectensis	Ocyropsis_crystallina	Ocyropsis_sp_Bimini_Bahamas	Ocyropsis_sp_Florida_USA	Oscarella_carmela	Periphyla_periphyla	Petrosia_ficiformis	Physalia_physalia	Pleurobrachia_bachei	Pleurobrachia_pileus	Pleurobrachia_sp_South_Carolina_USA	Pseudospongosorites_suberitoides	Rossella_fibulata	Salpingoeca_pyxidium	Salpingoeca_rosetta	Spongilla_lacustris	Strongylocentrotus_purpatus	Sycon_ciliatum	Sycon_coactum	Sympagella_nux	Trichoplax_adhaerens	Vallicula_sp
Abylopsis_tetragona		1	0	1	1	1	0.877966101694915	0	0	0	0	0	0	0	0.935593220338983	0	0.898305084745763	0	0.928813559322034	1	0	0.647457627118644	1	1	0	0	0	0.891525423728814	1	0	1	0	0	1	1	0.647457627118644	0	0	1	1	1	1	1	0.688135593220339	1	0	0	0	0	0	1	1	1	0.525423728813559	1	0	0	0	1	0.898305084745763	1	0.667796610169492	0	0	0	0.583050847457627	1	0.501694915254237	0.698305084745763	0	0.891525423728814	1	0.410169491525424	1	0.986440677966102	0
Acanthoeca_sp	1		0	1	1	1	0.877966101694915	0	0	0	0	0	0	0	0.935593220338983	0	0.898305084745763	0	0.928813559322034	1	0	0.647457627118644	1	1	0	0	0	0.891525423728814	1	0	1	0	0	1	1	0.647457627118644	0	0	1	1	1	1	1	0.688135593220339	1	0	0	0	0	0	1	1	1	0.525423728813559	1	0	0	0	1	0.898305084745763	1	0.667796610169492	0	0	0	0.583050847457627	1	0.501694915254237	0.698305084745763	0	0.891525423728814	1	0.410169491525424	1	0.986440677966102	0
Acropora_digitifera	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agalma_elegans	1	1	0		1	1	0.877966101694915	0	0	0	0	0	0	0	0.935593220338983	0	0.898305084745763	0	0.928813559322034	1	0	0.647457627118644	1	1	0	0	0	0.891525423728814	1	0	1	0	0	1	1	0.647457627118644	0	0	1	1	1	1	1	0.688135593220339	1	0	0	0	0	0	1	1	1	0.525423728813559	1	0	0	0	1	0.898305084745763	1	0.667796610169492	0	0	0	0.583050847457627	1	0.501694915254237	0.698305084745763	0	0.891525423728814	1	0.410169491525424	1	0.986440677966102	0
Aiptasia_pallida	1	1	0	1		1	0.877966101694915	0	0	0	0	0	0	0	0.935593220338983	0	0.898305084745763	0	0.928813559322034	1	0	0.647457627118644	1	1	0	0	0	0.891525423728814	1	0	1	0	0	1	1	0.647457627118644	0	0	1	1	1	1	1	0.688135593220339	1	0	0	0	0	0	1	1	1	0.525423728813559	1	0	0	0	1	0.898305084745763	1	0.667796610169492	0	0	0	0.583050847457627	1	0.501694915254237	0.698305084745763	0	0.891525423728814	1	0.410169491525424	1	0.986440677966102	0
Amphimedon_queenslandica	1	1	0	1	1		0.877966101694915	0	0	0	0	0	0	0	0.935593220338983	0	0.898305084745763	0	0.928813559322034	1	0	0.647457627118644	1	1	0	0	0	0.891525423728814	1	0	1	0	0	1	1	0.647457627118644	0	0	1	1	1	1	1	0.688135593220339	1	0	0	0	0	0	1	1	1	0.525423728813559	1	0	0	0	1	0.898305084745763	1	0.667796610169492	0	0	0	0.583050847457627	1	0.501694915254237	0.698305084745763	0	0.891525423728814	1	0.410169491525424	1	0.986440677966102	0
Aphrocallistes_vastus	0.877966101694915	0.877966101694915	0	0.877966101694915	0.877966101694915	0.877966101694915		0	0	0	0	0	0	0	0.877966101694915	0	0.776271186440678	0	0.806779661016949	0.877966101694915	0	0.647457627118644	0.877966101694915	0.877966101694915	0	0	0	0.769491525423729	0.877966101694915	0	0.877966101694915	0	0	0.877966101694915	0.877966101694915	0.525423728813559	0	0	0.877966101694915	0.877966101694915	0.877966101694915	0.877966101694915	0.877966101694915	0.566101694915254	0.877966101694915	0	0	0	0	0	0.877966101694915	0.877966101694915	0.877966101694915	0.403389830508475	0.877966101694915	0	0	0	0.877966101694915	0.776271186440678	0.877966101694915	0.667796610169492	0	0	0	0.461016949152542	0.877966101694915	0.501694915254237	0.698305084745763	0	0.769491525423729	0.877966101694915	0.410169491525424	0.877966101694915	0.877966101694915	0
Beroe_abyssicola	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Beroe_forskalii	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Beroe_ovata	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Beroe_sp_Antarctica	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Beroe_sp_Queensland_Australia	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bolinopsis_ashleyi	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
