	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa.phy	Gene_0007	Gene_0016	Gene_0017	Gene_0020	Gene_0035	Gene_0037	Gene_0041	Gene_0044	Gene_0045	Gene_0053	Gene_0058	Gene_0059	Gene_0062	Gene_0063	Gene_0064	Gene_0066	Gene_0068	Gene_0070	Gene_0073	Gene_0076	Gene_0084	Gene_0086	Gene_0088	Gene_0090	Gene_0098	Gene_0105	Gene_0120	Gene_0123	Gene_0128	Gene_0129	Gene_0131	Gene_0135	Gene_0140	Gene_0141	Gene_0143	Gene_0144	Gene_0146	Gene_0152	Gene_0156	Gene_0158	Gene_0169	Gene_0171	Gene_0177	Gene_0180	Gene_0181	Gene_0208	Gene_0251	Gene_0253	Gene_0257	Gene_0268	Gene_0272	Gene_0277	Gene_0278	Gene_0281	Gene_0289	Gene_0305	Gene_0311	Gene_0314	Gene_0315	Gene_0319	Gene_0327	Gene_0328	Gene_0340	Gene_0346	Gene_0348	Gene_0372	Gene_0379	Gene_0380	Gene_0384	Gene_0390	Gene_0394	Gene_0395	Gene_0401	Gene_0407	Gene_0411	Gene_0412	Gene_0414	Gene_0415	Gene_0443	Gene_0446	Gene_0450	Gene_0455	Gene_0470	Gene_0487	Gene_0511	Gene_0513	Gene_0519	Gene_0524	Gene_0529	Gene_0536	Gene_0541	Gene_0542	Gene_0557	Gene_0563	Gene_0565	Gene_0568	Gene_0576	Gene_0601	Gene_0608	Gene_0614	Gene_0622	Gene_0623	Gene_0624	Gene_0625	Gene_0626	Gene_0629	Gene_0639	Gene_0641	Gene_0644	Gene_0645	Gene_0651	Gene_0652	Gene_0654	Gene_0657	Gene_0658	Gene_0664	Gene_0667	Gene_0668	Gene_0674	Gene_0678	Gene_0681	Gene_0687	Gene_0690	Gene_0691	Gene_0695	Gene_0696	Gene_0703	Gene_0709	Gene_0727	Gene_0741	Gene_0745	Gene_0766	Gene_0773	Gene_0786	Gene_0787	Gene_0793	Gene_0802	Gene_0806	Gene_0807	Gene_0808	Gene_0813	Gene_0819	Gene_0822	Gene_0834	Gene_0835	Gene_0843	Gene_0857	Gene_0873	Gene_0874	Gene_0894	Gene_0895	Gene_0896	Gene_0904	Gene_0909	Gene_0910	Gene_0912	Gene_0917	Gene_0920	Gene_0921	Gene_0925	Gene_0927	Gene_0930	Gene_0933	Gene_0941	Gene_0942	Gene_0945	Gene_0947	Gene_0950	Gene_0951	Gene_0958	Gene_0963	Gene_0964	Gene_0966	Gene_0969	Gene_0974	Gene_0975	Gene_0983	Gene_0989
Mnemiopsis_leidyi	0.4856	0.2288	0.6421	0.6408	0.0123	0.0041	1.0000	1.0000	1.0000	0.1535	1.0000	1.0000	1.0000	1.0000	0.0833	0.4277	0.0262	0.0084	0.0135	0.1070	0.0990	0.3860	1.0000	0.1961	0.3828	0.0449	1.0000	0.3033	1.0000	0.0000	0.0000	0.0000	0.1897	0.0000	1.0000	1.0000	0.3520	0.0000	0.0000	1.0000	1.0000	1.0000	0.0897	0.4766	1.0000	0.3113	0.1154	0.0000	0.3864	0.4032	0.3669	1.0000	0.0353	0.3166	0.1952	0.8301	0.0000	1.0000	1.0000	0.1417	1.0000	1.0000	1.0000	0.3249	1.0000	0.3717	1.0000	1.0000	0.0173	1.0000	0.5534	0.8037	0.1150	1.0000	0.0000	0.0160	0.0000	0.5134	1.0000	0.5802	1.0000	0.2743	1.0000	0.5739	0.4452	0.0000	0.4299	0.0403	1.0000	0.0956	0.2520	1.0000	0.0047	0.2217	0.0254	0.5579	0.2965	1.0000	0.5078	0.0526	0.3980	0.0982	0.0272	0.0163	0.8964	0.0000	0.1620	0.0565	1.0000	0.0297	0.1638	0.6193	1.0000	0.0088	0.0098	0.0066	0.0337	0.1441	0.0823	0.4854	0.0732	0.1010	0.5631	1.0000	0.0028	0.5420	0.0644	0.1395	0.0000	1.0000	1.0000	0.4431	0.6596	0.8273	0.0280	1.0000	1.0000	1.0000	0.0179	0.0100	1.0000	0.0241	1.0000	0.0063	0.1066	1.0000	0.0078	1.0000	0.0649	0.1473	0.0000	1.0000	1.0000	0.8559	1.0000	1.0000	0.0147	0.1256	0.0000	1.0000	1.0000	1.0000	1.0000	0.0000	0.0888	0.0731	1.0000	0.0000	0.3609	0.5874	0.4096	0.1141	1.0000	1.0000	1.0000	0.0331	0.0316	1.0000	0.7219
Pleurobrachia_bachei	0.6046	1.0000	0.6539	0.0000	0.0136	0.7761	0.0713	1.0000	1.0000	0.0047	1.0000	1.0000	0.0099	1.0000	1.0000	0.3795	0.0262	1.0000	1.0000	1.0000	0.1302	0.2222	0.2227	0.3693	0.0000	0.0449	1.0000	1.0000	1.0000	0.0000	0.0000	1.0000	0.0158	1.0000	1.0000	0.4625	1.0000	0.1654	0.3229	1.0000	1.0000	0.0312	0.0000	1.0000	1.0000	0.0497	0.0214	0.1810	1.0000	1.0000	0.4852	0.0914	1.0000	1.0000	0.2381	0.1820	0.0056	1.0000	1.0000	1.0000	0.1374	1.0000	1.0000	0.0464	1.0000	0.6667	1.0000	0.0324	0.0260	1.0000	0.3626	0.2523	0.1350	1.0000	0.0000	0.0749	1.0000	0.0856	1.0000	0.0000	0.3392	1.0000	1.0000	1.0000	0.2027	0.0000	0.6149	1.0000	1.0000	0.3347	0.3083	1.0000	0.0047	0.2706	0.0290	1.0000	0.6140	1.0000	0.0234	1.0000	1.0000	0.4663	1.0000	1.0000	0.7590	1.0000	0.5880	1.0000	0.1974	0.5083	1.0000	0.3299	1.0000	0.0088	1.0000	0.3289	0.0562	1.0000	0.0000	1.0000	0.0183	1.0000	1.0000	1.0000	1.0000	0.7596	0.0644	0.4651	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.3916	1.0000	1.0000	1.0000	1.0000	0.0100	0.2541	0.0000	0.1223	0.0187	0.0102	1.0000	0.0698	1.0000	0.0026	1.0000	0.0000	1.0000	0.3665	1.0000	1.0000	0.1928	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	0.2825	0.0000	0.7232	0.0332	1.0000	1.0000	0.0301	1.0000	0.0406	1.0000	0.3361	0.0718	1.0000	1.0000	0.2842	1.0000	0.8699
Chondrilla_nucula	0.5167	0.0000	0.0500	0.0026	1.0000	0.0014	1.0000	0.0057	0.0741	0.0000	1.0000	1.0000	1.0000	0.0219	0.0000	0.0120	1.0000	0.5316	0.0135	1.0000	1.0000	0.0000	0.3906	0.0065	1.0000	0.1647	1.0000	0.1885	0.4487	0.0000	1.0000	0.0496	0.0000	0.0000	0.0366	0.0000	0.2400	0.0000	1.0000	1.0000	1.0000	0.0078	0.1448	1.0000	0.7500	1.0000	0.0000	0.7362	0.0379	0.2548	1.0000	1.0000	1.0000	1.0000	0.1667	0.7791	0.4278	0.3224	1.0000	0.7917	1.0000	0.3122	0.5129	0.0000	1.0000	0.7919	0.0000	0.7050	1.0000	1.0000	0.5115	0.1464	0.5600	0.4027	0.0000	0.0160	0.1985	0.0107	0.0000	0.0000	1.0000	0.4956	0.1612	0.0170	0.1429	1.0000	0.2209	1.0000	1.0000	0.0080	1.0000	0.0028	0.0000	1.0000	0.3188	1.0000	0.7594	1.0000	1.0000	1.0000	1.0000	0.3865	0.2011	0.0163	0.0135	1.0000	0.2037	0.0395	0.0000	0.8020	0.0086	0.3249	1.0000	0.0702	0.1078	0.0066	0.0056	1.0000	1.0000	0.6109	0.0122	0.1336	0.7662	0.3803	0.0028	0.5782	1.0000	0.0000	0.0044	0.4440	0.1190	0.3220	0.8462	0.0420	1.0000	0.0323	0.0440	0.6000	0.0625	0.2800	1.0000	1.0000	0.0585	0.5500	1.0000	0.2361	0.1938	0.1484	1.0000	1.0000	0.0507	0.8087	1.0000	0.7465	0.0638	1.0000	1.0000	0.0045	0.0000	0.5155	1.0000	1.0000	0.6765	0.0000	0.6031	0.7409	1.0000	0.0000	1.0000	0.0000	0.3727	1.0000	0.4262	0.0718	1.0000	0.1215	1.0000	1.0000	0.0000
Aphrocallistes_vastus	0.2408	0.0000	0.0013	0.0000	0.0014	0.0027	0.0019	0.0966	0.0247	0.0000	0.0267	0.0000	0.0099	1.0000	0.0000	0.0120	0.0052	1.0000	0.0135	0.0100	0.0052	0.0000	0.0000	0.0065	0.0000	0.0180	1.0000	0.0656	1.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0244	0.0000	0.0160	0.0000	0.0208	1.0000	1.0000	0.0469	0.0000	1.0000	0.0000	0.8146	0.0128	0.0000	1.0000	0.0000	0.1479	0.0400	0.0353	0.0396	0.0238	0.6165	0.0000	0.0109	1.0000	0.0417	0.0153	1.0000	0.0148	0.0042	1.0000	0.0000	1.0000	0.0000	1.0000	0.0069	0.0115	0.0000	0.0350	0.0137	0.0000	0.0160	1.0000	1.0000	1.0000	0.0000	0.0000	1.0000	1.0000	1.0000	0.0233	0.0079	0.0269	0.0144	0.0062	0.0279	0.0016	1.0000	0.0047	0.0107	0.0000	0.0014	0.0000	0.0093	0.0078	0.0105	0.0167	0.0000	0.0000	0.0244	1.0000	0.0000	0.0694	0.1130	0.0132	1.0000	0.0086	0.0051	0.2446	0.1404	0.1373	0.0066	0.0000	1.0000	0.0000	0.0209	0.0122	1.0000	0.0000	1.0000	0.0166	0.0068	0.0102	0.0000	0.0044	0.0043	1.0000	0.3705	1.0000	0.1341	1.0000	0.0323	1.0000	0.0923	0.0179	0.0000	0.0000	0.3103	0.0000	0.0750	0.0254	1.0000	0.0078	0.0000	0.0000	0.0157	0.0000	1.0000	0.6924	1.0000	0.0029	0.1687	0.0000	1.0000	1.0000	0.0062	0.0059	1.0000	0.0364	0.0190	0.0131	0.0066	0.3957	0.0110	0.1053	0.0049	0.0258	0.0030	0.0000	0.0000	1.0000	0.0552	0.1053	0.0158	0.0000
Saccoglossus_kowalevskii	0.6807	0.0000	0.6829	0.5065	0.7602	1.0000	0.7572	1.0000	1.0000	0.2419	1.0000	0.0000	0.7888	1.0000	0.0000	1.0000	1.0000	1.0000	0.3784	1.0000	0.3021	1.0000	1.0000	0.0065	0.0000	1.0000	1.0000	0.0000	0.1346	1.0000	0.0000	0.6845	1.0000	0.1752	1.0000	0.1250	0.0080	0.0000	0.0208	0.6682	0.0192	0.0078	0.0000	1.0000	1.0000	0.4437	0.3761	1.0000	1.0000	0.6226	0.1657	1.0000	0.0118	0.6728	0.0952	1.0000	0.2611	1.0000	0.6262	1.0000	1.0000	0.3982	0.3284	0.1646	0.4481	1.0000	1.0000	1.0000	1.0000	0.1379	1.0000	1.0000	1.0000	1.0000	0.1132	1.0000	1.0000	1.0000	0.0000	1.0000	0.2657	1.0000	1.0000	0.2443	0.7010	0.0079	1.0000	0.0403	0.8808	0.0080	0.7465	0.4326	0.0047	1.0000	0.7627	1.0000	1.0000	0.7074	0.0078	1.0000	1.0000	1.0000	0.4293	0.0081	1.0000	1.0000	0.0000	0.2260	0.0724	1.0000	0.0086	1.0000	0.3696	1.0000	1.0000	0.1184	1.0000	0.3198	0.2911	0.6862	0.0122	1.0000	1.0000	0.0070	1.0000	1.0000	0.0068	1.0000	0.2445	0.2931	0.5019	1.0000	0.7865	1.0000	0.0140	0.0323	0.0440	0.4462	0.0179	0.0000	1.0000	0.2621	1.0000	0.6438	0.5178	0.1631	0.0000	0.6537	1.0000	1.0000	0.8224	0.8174	1.0000	0.6580	1.0000	0.1084	1.0000	0.5067	1.0000	0.3168	0.2130	0.2595	1.0000	0.0000	0.6423	1.0000	0.0000	0.1050	0.0000	0.5000	0.4391	1.0000	0.1557	0.2210	0.0054	0.5414	1.0000	1.0000	1.0000
Dryodora_glandiformis	0.4541	0.0000	0.0132	0.0129	0.0123	0.7527	0.6435	0.2614	0.0247	0.0000	0.0533	1.0000	0.0363	1.0000	0.0000	0.0181	0.0262	0.5992	0.0135	0.1137	1.0000	1.0000	0.0117	0.0033	0.0000	0.0958	0.0000	1.0000	1.0000	0.0000	0.0000	1.0000	1.0000	1.0000	1.0000	0.0063	0.0560	0.0000	0.0000	1.0000	1.0000	1.0000	0.0000	0.0093	0.0000	0.0265	1.0000	0.0293	0.0303	0.0161	0.3373	1.0000	0.0353	0.1662	0.3810	0.0413	0.0000	0.5792	1.0000	0.0042	1.0000	1.0000	1.0000	0.0042	0.5649	0.8626	1.0000	1.0000	0.0665	0.0069	0.0534	1.0000	1.0000	1.0000	0.0000	0.0160	0.0074	0.0321	1.0000	0.5617	1.0000	0.0354	1.0000	0.0057	0.0299	0.0000	1.0000	0.1037	0.0077	0.0319	0.0469	1.0000	0.0047	0.8976	1.0000	0.3877	0.2014	1.0000	0.0078	0.4316	0.0100	1.0000	0.1033	0.0163	0.7590	0.0000	0.0139	0.1073	0.0000	1.0000	0.2759	0.0254	0.0924	0.0088	0.1667	0.0066	0.0843	1.0000	0.1329	1.0000	0.0183	0.0619	0.4554	1.0000	0.1492	1.0000	0.3797	0.0000	0.1397	0.0000	0.0372	0.7506	0.8904	0.3909	1.0000	0.0161	1.0000	1.0000	0.0179	0.0100	0.0000	0.3448	1.0000	1.0000	1.0000	1.0000	0.0000	0.5830	0.0052	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	0.0135	0.3154	0.5963	0.0059	1.0000	0.0592	0.0000	1.0000	1.0000	0.2086	0.0000	0.0000	1.0000	0.6273	1.0000	0.0000	0.1989	1.0000	0.0387	1.0000	1.0000	0.0053
Pleurobrachia_atlantica	0.3788	0.0000	0.3263	0.0000	0.0136	0.0041	0.0019	0.1080	0.0247	0.0000	0.0267	1.0000	0.0099	1.0000	0.0000	0.0181	0.0262	1.0000	1.0000	0.0134	0.7031	0.1228	0.7734	0.0033	0.1328	0.0449	1.0000	0.1148	1.0000	0.0000	0.0000	0.0040	0.0000	0.5255	0.0000	0.0125	0.0080	1.0000	0.0000	1.0000	1.0000	0.0078	0.0000	1.0000	0.0038	0.0497	0.0128	0.0948	1.0000	0.3258	1.0000	0.0229	0.0353	0.0185	0.0524	0.0413	0.0556	1.0000	1.0000	0.4792	1.0000	1.0000	1.0000	0.0633	1.0000	0.5232	1.0000	0.0504	0.0260	0.0345	0.0038	0.8006	0.1150	1.0000	0.0000	0.0963	0.0074	0.0374	1.0000	0.0000	0.3357	0.0044	1.0000	0.0682	0.1096	0.0000	0.0000	0.8530	0.0000	0.0319	1.0000	1.0000	0.0236	0.4740	0.0290	0.0460	0.0000	0.5574	0.0234	0.0316	0.2843	0.0123	0.0000	0.0163	0.8761	1.0000	0.3102	0.0621	0.1908	0.0165	1.0000	0.1015	1.0000	0.0088	0.3725	0.0066	0.0393	0.6486	0.0000	1.0000	0.0183	1.0000	1.0000	1.0000	0.0028	0.3129	0.5220	0.1337	0.0000	0.0000	1.0000	0.0630	0.0212	0.7807	0.3776	0.0161	1.0000	1.0000	0.1518	0.0100	0.0000	1.0000	0.0426	0.0312	0.2081	1.0000	0.0078	0.0177	1.0000	1.0000	0.3890	1.0000	0.9134	1.0000	1.0000	0.2048	1.0000	0.0135	1.0000	0.0373	0.0059	0.0000	0.7016	0.0190	0.6554	0.0199	0.0216	0.1326	0.0677	0.0049	0.0406	0.1952	0.0082	0.0000	1.0000	0.1878	0.0316	1.0000	0.0749
Nematostella_vectensis	0.1768	0.0339	0.2395	0.0000	0.0150	0.0014	1.0000	0.0966	0.0247	0.0000	0.0267	0.0000	0.0990	0.0000	0.0227	0.0120	0.0052	0.0338	0.0203	0.1137	0.0052	0.0000	0.0000	0.0033	0.0156	0.0060	0.0052	0.1311	0.1859	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0125	0.0160	0.0000	0.1146	0.0000	1.0000	0.0078	0.0069	0.0093	0.0038	0.0993	0.0000	0.0000	0.0606	0.0000	0.4379	1.0000	0.0353	0.0739	0.0000	0.0024	0.0000	0.0984	0.0000	0.0083	1.0000	0.1538	1.0000	0.0000	0.0097	0.0263	1.0000	1.0000	0.2254	0.0345	0.0000	0.4112	0.0300	0.4949	0.0314	0.0428	0.0515	0.3743	0.0034	0.0000	0.0000	0.0044	1.0000	0.0057	0.0133	0.0079	0.0000	0.0029	0.0000	0.0279	0.0000	0.0112	0.0000	0.0000	0.0000	0.0014	0.0000	1.0000	0.0312	1.0000	0.0033	0.0061	1.0000	0.0081	1.0000	0.0000	0.0139	0.0169	0.0000	0.0297	0.0086	0.0051	0.0054	0.0088	0.0294	0.0066	0.0393	1.0000	0.1329	1.0000	0.0122	0.4430	0.3015	0.0141	0.0028	0.4535	0.0000	0.0000	0.3275	0.0043	0.2751	0.1453	0.0962	0.3034	0.0979	0.0323	0.0440	0.0000	0.0179	0.0000	0.6059	0.0000	0.0053	0.0375	0.0051	0.0000	0.0000	0.0000	0.0000	0.0020	0.6004	0.0087	0.0000	0.0000	1.0000	0.1084	0.0147	0.0090	1.0000	0.3043	1.0000	0.0000	0.5330	0.0000	0.0026	0.3090	0.0000	0.0055	0.0526	0.0049	0.0000	1.0000	0.0000	0.1160	0.0054	0.1878	0.0211	0.0000	0.2923
Sympagella_nux	0.2877	0.0000	0.0000	0.0000	0.5477	0.0027	0.0039	0.0284	0.0370	0.0047	0.0000	0.0000	0.0132	1.0000	0.0000	0.0120	0.0157	1.0000	0.0135	0.0134	0.0052	0.0000	0.0156	0.0065	0.0000	0.0210	1.0000	0.0656	1.0000	0.0000	0.0000	0.0000	0.0040	1.0000	0.0122	0.0000	0.0160	0.0000	0.0104	1.0000	1.0000	0.0469	0.0207	1.0000	0.0038	0.0232	0.0128	0.0000	1.0000	0.0871	0.1657	0.0457	0.0353	0.3219	0.4143	0.4175	0.0000	1.0000	1.0000	0.1417	0.0076	1.0000	0.0185	0.0042	1.0000	0.0000	1.0000	0.0000	1.0000	1.0000	0.0153	0.0031	0.0250	0.0171	0.0000	0.0321	1.0000	1.0000	1.0000	0.0000	0.0175	1.0000	1.0000	0.2557	0.0233	0.0079	0.0209	0.0000	0.0062	0.0279	0.0016	1.0000	0.0000	0.4235	0.5308	0.0014	0.0531	0.0019	0.0078	0.0105	0.0167	1.0000	0.0000	0.0244	1.0000	1.0000	0.0694	0.0904	0.0132	0.2871	1.0000	0.2386	0.0217	0.1316	0.0098	0.0066	0.0000	1.0000	0.0127	0.2259	0.0183	1.0000	0.1662	1.0000	0.0166	0.0068	0.0102	0.0000	0.0044	0.0043	1.0000	0.6973	1.0000	0.0409	1.0000	0.0323	1.0000	0.0872	0.0179	0.0000	0.0000	0.1724	0.0000	0.0250	0.0254	1.0000	0.0078	0.0000	0.0000	0.6169	0.0000	0.8493	0.6943	1.0000	0.1507	0.1687	0.0000	1.0000	1.0000	0.0062	0.0059	1.0000	0.0364	0.0000	0.0131	0.0100	0.0000	0.0110	0.0301	0.0049	0.0701	0.0030	0.0000	0.0000	1.0000	0.0718	0.0316	0.0000	0.8948
Hydra_viridissima	0.6328	0.0000	1.0000	0.0000	1.0000	1.0000	0.3796	0.0227	0.0247	0.0000	0.0267	1.0000	1.0000	1.0000	0.0000	0.0120	0.1414	1.0000	0.0203	0.6120	0.0052	0.0000	0.0000	0.0065	0.0000	0.5000	1.0000	0.3607	1.0000	0.0000	0.0000	0.4563	1.0000	1.0000	0.0244	0.5625	0.2960	1.0000	0.0312	1.0000	1.0000	0.0078	0.0069	1.0000	0.2692	1.0000	0.4829	1.0000	0.0000	0.0774	1.0000	0.0400	0.0000	0.0053	0.2857	1.0000	0.0000	0.0000	1.0000	0.0083	1.0000	1.0000	1.0000	0.0000	1.0000	0.0061	1.0000	0.2194	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0314	0.0000	1.0000	0.0535	0.1926	0.0000	1.0000	0.4646	1.0000	1.0000	0.6678	0.0079	1.0000	1.0000	1.0000	0.0080	1.0000	1.0000	1.0000	1.0000	0.8786	1.0000	0.3315	1.0000	0.0078	1.0000	0.0100	1.0000	1.0000	0.0081	0.7883	1.0000	0.3935	1.0000	0.0000	1.0000	1.0000	0.4975	1.0000	1.0000	0.0294	0.0066	1.0000	1.0000	0.0633	0.5607	0.0122	0.0098	1.0000	1.0000	0.0028	1.0000	1.0000	0.0000	0.0044	0.0043	1.0000	1.0000	1.0000	0.0023	1.0000	0.2581	1.0000	1.0000	0.0179	0.0000	0.5765	1.0000	1.0000	0.1375	1.0000	1.0000	0.0078	0.6254	1.0000	1.0000	0.5455	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0090	1.0000	0.6211	1.0000	1.0000	0.0023	0.0190	0.5144	0.8173	0.0000	0.0000	1.0000	0.0146	0.5904	1.0000	0.2295	0.0000	0.0054	0.2597	1.0000	0.4783	0.8948
Strongylocentrotus_purpuratus	0.2282	0.0000	0.0000	0.0026	0.1499	1.0000	0.1291	0.0000	1.0000	0.1721	0.0267	0.0000	0.0000	0.3869	0.0000	0.0542	0.1623	0.0759	0.0203	0.0167	0.4427	0.0000	0.0391	0.1013	0.0000	0.0000	0.0000	0.0000	0.0192	1.0000	0.0000	0.5317	0.3557	1.0000	0.0244	0.0063	0.0080	0.0000	0.1458	1.0000	0.0321	0.0078	0.0000	0.0031	1.0000	0.1060	0.0000	0.0948	0.3258	0.0000	0.0059	0.0057	0.0471	0.0000	0.2714	0.0000	0.0000	0.0000	0.0000	0.0042	0.0076	0.0000	0.0000	0.0169	1.0000	0.0000	0.0000	0.1331	0.0000	0.0069	0.2863	0.5171	0.0300	1.0000	0.0314	0.0160	0.0074	0.0160	0.0034	0.0494	0.0175	0.2080	0.0025	0.0057	0.1196	0.0079	0.2090	0.2882	1.0000	0.0518	0.0000	0.0000	0.0000	0.0474	0.7283	0.5732	0.1790	0.1185	0.0078	0.0526	0.7090	0.0061	0.5054	0.0244	1.0000	0.0000	0.0000	0.0056	0.0197	0.1056	0.1293	0.4670	1.0000	1.0000	1.0000	0.0066	0.0000	0.0000	0.0000	0.0167	0.3963	1.0000	0.0000	0.0141	0.0028	0.3016	0.1356	0.0058	0.0044	0.0043	0.4089	1.0000	0.0212	0.0000	0.2028	0.0323	0.1978	0.0000	0.1875	1.0000	0.0000	0.0000	0.3670	0.0063	0.0051	0.0043	0.0078	0.3322	0.0000	0.4715	0.0021	0.3333	0.8950	0.0000	1.0000	0.2771	0.0147	1.0000	1.0000	0.0062	0.0059	0.0000	0.0638	0.0190	0.0000	1.0000	0.0000	0.0000	0.0000	1.0000	0.0738	0.0060	0.2787	0.0000	0.0054	0.2597	0.0000	1.0000	0.0713
Mortierella_verticillata	0.0587	0.0000	0.0000	1.0000	0.0109	0.0027	0.0000	0.0341	0.0370	0.0605	0.0267	0.0000	0.0693	0.0000	0.0000	0.0542	0.0105	0.0000	0.0203	0.0334	0.0052	0.0000	0.0000	0.0327	0.0000	0.0090	0.0000	0.0410	0.0000	0.0000	0.0000	0.0099	0.0000	0.0000	0.0244	0.0000	0.0160	0.0000	0.0208	1.0000	0.0192	0.0625	0.0000	0.0000	0.0038	0.0033	0.0000	0.0000	0.0455	0.0032	1.0000	0.0457	1.0000	0.1108	0.0619	0.0073	0.0000	0.0765	0.0000	0.0333	0.0000	0.0226	0.0000	0.0042	0.0000	0.0000	0.0000	0.0072	0.0029	0.0000	0.0000	0.0062	0.0100	0.1980	0.0377	0.0214	0.0147	0.0160	0.0068	0.0000	0.0140	0.0044	0.0000	0.0057	0.0532	0.0079	0.0179	0.0029	0.0248	0.0239	0.0063	0.0000	0.0000	0.0031	0.0163	0.0014	0.0070	0.0037	0.0078	0.0316	0.3244	0.0184	0.0217	0.0163	0.0203	0.0181	0.0046	0.0847	0.0132	0.0033	0.0086	0.0051	0.0326	0.0088	0.0196	0.0066	0.0337	0.0045	0.0000	0.0460	0.0183	0.0326	0.0000	0.0070	0.0110	0.0204	0.0102	0.0058	0.0044	0.0043	0.0112	0.0000	0.0000	0.3693	0.0070	0.0161	0.0440	0.0256	0.0893	0.0000	0.0554	0.0000	0.0000	0.0312	0.0051	0.0086	0.0078	0.0071	0.0000	0.0000	0.0021	0.0000	0.0018	1.0000	0.6261	0.1084	0.0000	0.0359	0.0462	0.0062	0.0059	0.0000	0.0934	0.0190	0.0131	0.0166	0.0000	0.0000	0.0226	0.0194	0.0000	0.0180	0.0000	0.0221	0.0054	0.0000	0.0000	0.0000	0.0267
Hemithiris_psittacea	0.2187	0.0000	0.0000	0.1525	1.0000	0.0014	0.4316	0.0568	1.0000	0.0000	0.0267	1.0000	0.0066	0.0000	0.0000	0.0120	0.0052	0.4219	0.0203	0.1171	0.0052	0.0000	0.0000	0.0065	0.0000	1.0000	0.0104	0.0656	0.0000	0.0000	0.0000	0.0000	0.0000	0.1679	0.0244	0.0000	0.0160	0.0000	0.0104	0.7309	1.0000	0.0078	0.0000	1.0000	0.0000	0.0000	0.0128	0.1224	0.0000	0.7258	0.2367	0.0057	0.0353	0.0000	0.0143	0.0024	0.0000	0.0000	0.0000	0.4042	0.0000	0.2851	0.0037	0.0000	0.0000	0.0000	0.0198	0.0000	1.0000	0.0000	0.0000	1.0000	1.0000	0.0034	0.0314	0.0000	0.0074	0.0267	0.0000	0.0000	0.0175	0.0044	0.1537	0.0057	0.0033	0.0079	0.0060	0.0720	0.8065	0.0040	0.0000	0.0000	0.0236	1.0000	1.0000	0.0028	0.0000	0.1963	0.0078	0.0737	0.2609	0.0061	0.0000	0.1870	1.0000	0.0000	0.0000	0.0960	0.0000	0.0099	1.0000	0.0051	0.0380	0.0088	1.0000	0.0066	0.0449	0.0000	0.1203	0.0000	0.0122	0.0000	0.2000	0.0141	0.0055	0.2721	0.0068	0.0000	0.1528	0.0043	0.5093	0.1985	0.0000	0.3614	0.0280	0.0323	0.0440	0.0000	0.0179	0.0000	0.1857	0.0000	0.6223	0.0063	0.3147	0.0043	0.0000	0.0000	0.0000	0.0511	0.4926	0.5681	1.0000	0.7413	0.0087	0.0120	0.0147	1.0000	0.0000	0.6087	1.0000	1.0000	0.2073	0.0000	0.0000	0.0066	1.0000	0.0331	1.0000	0.0049	0.0664	0.0030	0.0000	0.0000	0.0054	1.0000	0.2632	0.0000	0.0000
Physalia_physalis	0.3589	0.0000	0.0026	0.1860	0.4046	0.7418	0.7977	0.0284	0.0247	0.0000	1.0000	0.0000	0.6634	1.0000	0.0000	0.0120	0.0052	0.2321	0.0203	0.1438	0.0052	0.0000	0.0000	0.6438	0.0000	0.0000	1.0000	0.0656	1.0000	1.0000	1.0000	0.5873	0.0000	0.2190	1.0000	0.0000	0.0080	0.0000	0.0104	0.0359	0.0128	0.2344	0.0069	1.0000	0.0038	0.0000	0.0684	0.8103	0.1364	0.0000	0.3373	0.0286	0.0000	0.2586	0.0143	0.4126	0.0000	0.2623	0.4247	0.0083	0.1298	0.0814	1.0000	0.2152	1.0000	1.0000	1.0000	0.0000	0.0058	1.0000	0.7366	0.0062	0.1250	1.0000	0.2516	0.0000	0.2426	0.0481	0.0000	0.0000	0.0140	1.0000	1.0000	0.0057	0.2259	0.0079	0.0000	0.3718	1.0000	0.3705	0.6854	1.0000	0.0000	0.2492	0.8043	0.1172	0.4685	1.0000	0.0078	0.0211	0.0100	0.0061	0.5543	0.0163	0.2725	0.0000	0.3519	0.0169	0.3224	0.1782	0.0086	0.4010	0.0054	0.0000	0.0294	0.0066	0.0000	0.0000	0.2975	0.5523	0.0122	0.0098	0.8154	1.0000	0.0028	0.7098	0.0034	0.0698	0.4541	0.0043	1.0000	0.7361	0.0000	0.0000	0.0280	0.0323	0.0440	0.0000	0.0179	0.0000	0.3225	1.0000	0.0000	0.0250	0.3503	1.0000	0.0078	0.0000	0.0026	0.6798	0.5053	1.0000	0.7993	0.3438	1.0000	0.0241	1.0000	0.6233	0.0000	0.0497	0.0059	0.1832	0.0023	0.0000	0.1749	1.0000	0.0000	0.0000	0.0301	0.0049	0.0000	0.1832	0.1230	0.0055	1.0000	0.1326	0.0000	0.7194	0.6061
